DATE,WM_WEEK,QTR,Month,FY,TR_PRODUCT,ORG,Org_AD,VP,PILLAR,Application_Name,Cloud,Env,Cost
6/12/24,Week 24,Q2,Jun,2024,ML Platform,Sunbird,tech@moonbird.io,Alice,Marketing,riskengine,Azure,Stage,5280.6169
11/15/24,Week 46,Q4,Nov,2024,Data Lakehouse,Eagle,tech@moonbird.io,Diana,Finance,reporting,GCP,Stage,6994.2161
1/20/25,Week 56,Q1,Jan,2024,ML Platform,Sunbird,finance@sunbird.com,Diana,Engineering,reporting,AWS,Dev,3770.8117
10/14/24,Week 42,Q4,Oct,2024,ML Platform,Moonbird,eagle-team@eagle.net,Emily,Finance,reporting,AWS,Stage,9051.4266
4/23/24,Week 17,Q2,Apr,2024,Streaming Analytics,Eagle,info@starling.org,Emily,Marketing,checkout,AWS,Prod,7026.7594
4/17/25,Week 68,Q2,Apr,2024,Big Data Pipeline,Hawk,info@starling.org,Charlie,Finance,sales,GCP,Prod,623.9115
1/31/24,Week 05,Q1,Jan,2024,Data Lakehouse,Starling,all@sunbird.com,Diana,Engineering,reporting,AWS,Stage,384.7911
9/8/24,Week 36,Q3,Sep,2024,Big Data Pipeline,Hawk,finance@sunbird.com,Bob,Marketing,riskengine,AWS,Dev,8621.1854
1/1/25,Week 53,Q1,Jan,2024,ETL/ELT Jobs,Moonbird,finance@sunbird.com,Diana,Engineering,sales,AWS,Stage,1580.5272
8/29/24,Week 35,Q3,Aug,2024,Big Data Pipeline,Moonbird,finance@sunbird.com,Bob,Retail,inventory,AWS,Stage,9087.2879
1/30/24,Week 05,Q1,Jan,2024,ML Platform,Moonbird,info@starling.org,Diana,Operations,reporting,AWS,Dev,5440.3258
1/30/24,Week 05,Q1,Jan,2024,ML Platform,Eagle,info@starling.org,Emily,Engineering,reporting,AWS,Stage,3793.3064
9/4/24,Week 36,Q3,Sep,2024,Data Lakehouse,Sunbird,info@starling.org,Diana,Retail,inventory,GCP,Prod,2112.8442
2/19/24,Week 08,Q1,Feb,2024,ETL/ELT Jobs,Starling,eagle-team@eagle.net,Emily,Finance,sales,Azure,Prod,618.2364
9/9/24,Week 37,Q3,Sep,2024,INTL DATA AND ANALYTICS POC,Starling,eagle-team@eagle.net,Emily,Retail,checkout,AWS,Dev,3108.7942
10/28/24,Week 44,Q4,Oct,2024,Big Data Pipeline,Hawk,eagle-team@eagle.net,Charlie,Engineering,sales,Azure,Prod,228.0908
9/22/24,Week 38,Q3,Sep,2024,ETL/ELT Jobs,Starling,finance@sunbird.com,Diana,Operations,reporting,GCP,Prod,208.6283
11/9/24,Week 45,Q4,Nov,2024,Big Data Pipeline,Sunbird,tech@moonbird.io,Emily,Finance,riskengine,Azure,Stage,7526.4579
12/28/24,Week 52,Q4,Dec,2024,Streaming Analytics,Moonbird,tech@moonbird.io,Bob,Marketing,riskengine,Azure,Stage,5447.8345
12/13/24,Week 50,Q4,Dec,2024,Streaming Analytics,Sunbird,eagle-team@eagle.net,Emily,Finance,checkout,GCP,Stage,3312.9964
9/1/24,Week 35,Q3,Sep,2024,Data Lakehouse,Eagle,info@starling.org,Alice,Engineering,checkout,GCP,Stage,4978.6383
12/13/24,Week 50,Q4,Dec,2024,Streaming Analytics,Sunbird,finance@sunbird.com,Alice,Finance,inventory,AWS,Stage,2033.0457
9/10/24,Week 37,Q3,Sep,2024,Big Data Pipeline,Hawk,tech@moonbird.io,Diana,Finance,inventory,GCP,Prod,4024.0523
10/10/24,Week 41,Q4,Oct,2024,ML Platform,Starling,tech@moonbird.io,Alice,Marketing,inventory,Azure,Prod,4197.0462
11/2/24,Week 44,Q4,Nov,2024,ML Platform,Hawk,finance@sunbird.com,Diana,Finance,checkout,GCP,Stage,3474.2751
9/6/24,Week 36,Q3,Sep,2024,Data Lakehouse,Sunbird,eagle-team@eagle.net,Charlie,Marketing,checkout,AWS,Dev,3174.5982
1/10/25,Week 54,Q1,Jan,2024,Analytics Tools,Starling,info@starling.org,Diana,Finance,inventory,Azure,Stage,7404.0025
4/5/24,Week 14,Q2,Apr,2024,Data Lakehouse,Sunbird,all@sunbird.com,Emily,Marketing,checkout,GCP,Dev,4831.1136
10/24/24,Week 43,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Hawk,finance@sunbird.com,Diana,Retail,sales,AWS,Stage,8834.1354
8/14/24,Week 33,Q3,Aug,2024,ETL/ELT Jobs,Sunbird,eagle-team@eagle.net,Emily,Marketing,inventory,AWS,Stage,9311.4834
10/24/24,Week 43,Q4,Oct,2024,Analytics Tools,Hawk,info@starling.org,Bob,Finance,riskengine,AWS,Dev,1125.1389
2/5/25,Week 58,Q1,Feb,2024,ML Platform,Hawk,tech@moonbird.io,Bob,Finance,checkout,Azure,Prod,6390.391
7/17/24,Week 29,Q3,Jul,2024,Streaming Analytics,Sunbird,info@starling.org,Charlie,Finance,checkout,Azure,Dev,8529.7947
3/25/25,Week 65,Q1,Mar,2024,ML Platform,Sunbird,all@sunbird.com,Charlie,Retail,reporting,GCP,Stage,3371.0461
4/10/24,Week 15,Q2,Apr,2024,Data Lakehouse,Eagle,eagle-team@eagle.net,Emily,Operations,checkout,GCP,Prod,7854.3877
10/28/24,Week 44,Q4,Oct,2024,ETL/ELT Jobs,Eagle,eagle-team@eagle.net,Diana,Marketing,riskengine,GCP,Dev,4160.1046
1/29/25,Week 57,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Sunbird,finance@sunbird.com,Diana,Engineering,sales,Azure,Prod,1761.0992
9/5/24,Week 36,Q3,Sep,2024,ML Platform,Eagle,eagle-team@eagle.net,Emily,Engineering,sales,AWS,Stage,5303.3905
4/1/25,Week 66,Q2,Apr,2024,Streaming Analytics,Moonbird,eagle-team@eagle.net,Emily,Retail,checkout,AWS,Prod,7156.4093
7/21/24,Week 29,Q3,Jul,2024,Analytics Tools,Hawk,all@sunbird.com,Charlie,Retail,sales,GCP,Prod,816.0711
8/3/24,Week 31,Q3,Aug,2024,INTL DATA AND ANALYTICS POC,Starling,all@sunbird.com,Diana,Retail,riskengine,AWS,Stage,1934.102
1/27/24,Week 04,Q1,Jan,2024,Analytics Tools,Moonbird,eagle-team@eagle.net,Charlie,Retail,sales,Azure,Stage,3939.1984
9/15/24,Week 37,Q3,Sep,2024,ML Platform,Hawk,all@sunbird.com,Charlie,Engineering,reporting,GCP,Stage,3567.6356
2/3/24,Week 05,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Sunbird,all@sunbird.com,Bob,Marketing,checkout,GCP,Dev,9953.5631
10/19/24,Week 42,Q4,Oct,2024,ETL/ELT Jobs,Hawk,all@sunbird.com,Alice,Finance,sales,Azure,Stage,1856.6656
6/20/24,Week 25,Q2,Jun,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Diana,Marketing,sales,AWS,Stage,5024.0946
11/21/24,Week 47,Q4,Nov,2024,Analytics Tools,Eagle,tech@moonbird.io,Bob,Operations,reporting,AWS,Prod,99.5645
5/9/24,Week 19,Q2,May,2024,Data Lakehouse,Starling,all@sunbird.com,Bob,Finance,reporting,Azure,Prod,5393.6643
7/12/24,Week 28,Q3,Jul,2024,ML Platform,Sunbird,finance@sunbird.com,Diana,Marketing,checkout,AWS,Stage,1546.7135
10/3/24,Week 40,Q4,Oct,2024,Analytics Tools,Sunbird,info@starling.org,Emily,Retail,riskengine,AWS,Stage,729.2415
7/22/24,Week 30,Q3,Jul,2024,Streaming Analytics,Moonbird,tech@moonbird.io,Alice,Retail,inventory,AWS,Dev,5198.0807
3/3/25,Week 62,Q1,Mar,2024,Streaming Analytics,Starling,all@sunbird.com,Alice,Finance,checkout,Azure,Stage,8728.2584
3/10/25,Week 63,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Moonbird,info@starling.org,Bob,Finance,reporting,Azure,Dev,7534.9754
3/20/25,Week 64,Q1,Mar,2024,Analytics Tools,Sunbird,eagle-team@eagle.net,Diana,Engineering,sales,AWS,Dev,7167.6797
7/20/24,Week 29,Q3,Jul,2024,INTL DATA AND ANALYTICS POC,Eagle,all@sunbird.com,Diana,Retail,riskengine,Azure,Dev,7634.3283
11/4/24,Week 45,Q4,Nov,2024,Data Lakehouse,Sunbird,eagle-team@eagle.net,Bob,Finance,checkout,AWS,Prod,5586.1919
2/25/24,Week 08,Q1,Feb,2024,Data Lakehouse,Starling,tech@moonbird.io,Diana,Marketing,sales,AWS,Prod,9648.9157
2/12/24,Week 07,Q1,Feb,2024,Big Data Pipeline,Starling,eagle-team@eagle.net,Charlie,Finance,sales,AWS,Stage,7127.6814
1/31/25,Week 57,Q1,Jan,2024,Analytics Tools,Sunbird,all@sunbird.com,Diana,Engineering,reporting,Azure,Dev,1078.8501
2/9/25,Week 58,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Moonbird,all@sunbird.com,Diana,Operations,sales,GCP,Prod,6474.469
1/20/25,Week 56,Q1,Jan,2024,ML Platform,Eagle,all@sunbird.com,Alice,Operations,sales,Azure,Stage,7931.8531
2/7/24,Week 06,Q1,Feb,2024,Streaming Analytics,Moonbird,eagle-team@eagle.net,Charlie,Operations,checkout,Azure,Dev,1822.7251
12/21/24,Week 51,Q4,Dec,2024,INTL DATA AND ANALYTICS POC,Sunbird,all@sunbird.com,Alice,Retail,checkout,GCP,Prod,2885.9337
12/20/24,Week 51,Q4,Dec,2024,ETL/ELT Jobs,Moonbird,all@sunbird.com,Bob,Engineering,checkout,GCP,Prod,7108.484
1/24/25,Week 56,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Eagle,info@starling.org,Charlie,Retail,inventory,Azure,Stage,1859.8124
7/15/24,Week 29,Q3,Jul,2024,Analytics Tools,Starling,eagle-team@eagle.net,Emily,Engineering,checkout,GCP,Stage,1681.1374
9/22/24,Week 38,Q3,Sep,2024,INTL DATA AND ANALYTICS POC,Eagle,info@starling.org,Charlie,Retail,riskengine,AWS,Stage,2350.2021
1/9/25,Week 54,Q1,Jan,2024,Analytics Tools,Hawk,all@sunbird.com,Alice,Operations,reporting,GCP,Prod,7817.5313
5/18/24,Week 20,Q2,May,2024,Streaming Analytics,Eagle,finance@sunbird.com,Diana,Operations,reporting,GCP,Dev,7193.9703
1/5/24,Week 01,Q1,Jan,2024,Streaming Analytics,Moonbird,tech@moonbird.io,Diana,Operations,inventory,GCP,Dev,4385.0482
2/21/25,Week 60,Q1,Feb,2024,ETL/ELT Jobs,Sunbird,tech@moonbird.io,Bob,Engineering,checkout,AWS,Dev,8098.3267
3/20/25,Week 64,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Eagle,eagle-team@eagle.net,Emily,Finance,riskengine,Azure,Stage,5236.8561
1/13/25,Week 55,Q1,Jan,2024,Big Data Pipeline,Moonbird,eagle-team@eagle.net,Emily,Finance,inventory,Azure,Prod,7879.0144
10/21/24,Week 43,Q4,Oct,2024,Streaming Analytics,Starling,info@starling.org,Bob,Operations,checkout,GCP,Prod,4658.1115
6/5/24,Week 23,Q2,Jun,2024,Big Data Pipeline,Moonbird,all@sunbird.com,Emily,Engineering,reporting,Azure,Dev,8268.8966
6/24/24,Week 26,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Moonbird,all@sunbird.com,Alice,Retail,sales,GCP,Stage,9228.254
1/9/24,Week 02,Q1,Jan,2024,Analytics Tools,Sunbird,info@starling.org,Diana,Marketing,inventory,Azure,Dev,5559.5381
4/6/25,Week 66,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Sunbird,tech@moonbird.io,Alice,Operations,sales,AWS,Prod,3892.5256
6/23/24,Week 25,Q2,Jun,2024,ML Platform,Moonbird,eagle-team@eagle.net,Bob,Operations,riskengine,Azure,Dev,6988.2726
11/14/24,Week 46,Q4,Nov,2024,ML Platform,Moonbird,info@starling.org,Diana,Marketing,checkout,GCP,Prod,6149.9794
4/22/25,Week 69,Q2,Apr,2024,Streaming Analytics,Starling,info@starling.org,Charlie,Operations,reporting,GCP,Prod,5988.2241
4/19/25,Week 68,Q2,Apr,2024,ML Platform,Eagle,all@sunbird.com,Charlie,Retail,inventory,GCP,Dev,6930.3404
2/9/24,Week 06,Q1,Feb,2024,ML Platform,Hawk,finance@sunbird.com,Charlie,Operations,riskengine,GCP,Stage,6677.6376
1/5/25,Week 53,Q1,Jan,2024,Data Lakehouse,Eagle,all@sunbird.com,Diana,Operations,checkout,GCP,Prod,8271.7508
4/25/24,Week 17,Q2,Apr,2024,ML Platform,Moonbird,tech@moonbird.io,Bob,Retail,reporting,Azure,Stage,8752.9896
7/15/24,Week 29,Q3,Jul,2024,Data Lakehouse,Sunbird,all@sunbird.com,Emily,Marketing,reporting,AWS,Prod,204.9934
4/30/24,Week 18,Q2,Apr,2024,Big Data Pipeline,Sunbird,eagle-team@eagle.net,Emily,Retail,inventory,AWS,Stage,105.1486
2/9/25,Week 58,Q1,Feb,2024,ETL/ELT Jobs,Eagle,all@sunbird.com,Bob,Marketing,riskengine,GCP,Stage,8424.0483
2/1/25,Week 57,Q1,Feb,2024,ETL/ELT Jobs,Hawk,all@sunbird.com,Alice,Engineering,sales,Azure,Dev,7606.5226
4/29/25,Week 70,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Hawk,eagle-team@eagle.net,Emily,Engineering,sales,Azure,Stage,9261.4344
7/12/24,Week 28,Q3,Jul,2024,Big Data Pipeline,Sunbird,info@starling.org,Charlie,Finance,checkout,Azure,Stage,1400.9807
1/30/25,Week 57,Q1,Jan,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Charlie,Operations,reporting,GCP,Stage,7566.6803
8/24/24,Week 34,Q3,Aug,2024,Streaming Analytics,Sunbird,info@starling.org,Emily,Marketing,riskengine,Azure,Prod,9833.7113
12/22/24,Week 51,Q4,Dec,2024,Data Lakehouse,Eagle,finance@sunbird.com,Diana,Retail,inventory,GCP,Stage,7005.5965
2/13/25,Week 59,Q1,Feb,2024,Streaming Analytics,Starling,finance@sunbird.com,Alice,Operations,checkout,GCP,Prod,1751.2759
1/10/24,Week 02,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Hawk,finance@sunbird.com,Alice,Marketing,riskengine,AWS,Prod,7335.6098
2/13/24,Week 07,Q1,Feb,2024,ML Platform,Hawk,eagle-team@eagle.net,Emily,Finance,riskengine,GCP,Dev,6568.8473
6/21/24,Week 25,Q2,Jun,2024,Analytics Tools,Moonbird,finance@sunbird.com,Emily,Engineering,sales,AWS,Dev,8410.9149
1/27/25,Week 57,Q1,Jan,2024,Streaming Analytics,Starling,info@starling.org,Alice,Retail,reporting,Azure,Stage,9990.6937
5/8/24,Week 19,Q2,May,2024,Analytics Tools,Sunbird,eagle-team@eagle.net,Alice,Retail,checkout,Azure,Stage,5697.8926
4/29/25,Week 70,Q2,Apr,2024,Data Lakehouse,Sunbird,info@starling.org,Diana,Engineering,inventory,GCP,Dev,3804.5572
2/3/25,Week 58,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Sunbird,all@sunbird.com,Emily,Operations,riskengine,AWS,Dev,1760.3752
2/14/24,Week 07,Q1,Feb,2024,Streaming Analytics,Moonbird,finance@sunbird.com,Bob,Finance,inventory,AWS,Stage,456.1666
6/28/24,Week 26,Q2,Jun,2024,ETL/ELT Jobs,Moonbird,finance@sunbird.com,Bob,Operations,sales,AWS,Dev,2680.1
3/18/24,Week 12,Q1,Mar,2024,Streaming Analytics,Hawk,tech@moonbird.io,Bob,Finance,riskengine,AWS,Prod,3620.0899
3/20/24,Week 12,Q1,Mar,2024,ETL/ELT Jobs,Eagle,finance@sunbird.com,Bob,Operations,riskengine,GCP,Stage,6727.0129
1/20/25,Week 56,Q1,Jan,2024,Streaming Analytics,Hawk,tech@moonbird.io,Emily,Retail,inventory,GCP,Stage,8664.199
3/18/24,Week 12,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Diana,Operations,sales,Azure,Prod,3122.993
1/15/24,Week 03,Q1,Jan,2024,ETL/ELT Jobs,Starling,all@sunbird.com,Charlie,Marketing,inventory,GCP,Prod,96.4187
9/29/24,Week 39,Q3,Sep,2024,Data Lakehouse,Moonbird,all@sunbird.com,Emily,Retail,inventory,Azure,Stage,1334.7986
8/21/24,Week 34,Q3,Aug,2024,ETL/ELT Jobs,Eagle,tech@moonbird.io,Charlie,Retail,sales,GCP,Dev,1296.6023
3/20/25,Week 64,Q1,Mar,2024,Analytics Tools,Sunbird,all@sunbird.com,Emily,Retail,sales,Azure,Stage,1267.7549
2/6/25,Week 58,Q1,Feb,2024,Analytics Tools,Hawk,info@starling.org,Charlie,Marketing,inventory,AWS,Prod,945.0228
4/27/24,Week 17,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Diana,Marketing,riskengine,AWS,Prod,1487.3866
2/6/24,Week 06,Q1,Feb,2024,Streaming Analytics,Eagle,info@starling.org,Diana,Operations,checkout,AWS,Stage,4069.5188
3/29/25,Week 65,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Starling,finance@sunbird.com,Bob,Retail,sales,Azure,Dev,1425.0421
1/29/25,Week 57,Q1,Jan,2024,Data Lakehouse,Starling,finance@sunbird.com,Charlie,Engineering,checkout,GCP,Stage,468.4629
10/24/24,Week 43,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Hawk,tech@moonbird.io,Diana,Engineering,riskengine,GCP,Dev,6534.133
6/8/24,Week 23,Q2,Jun,2024,Streaming Analytics,Hawk,info@starling.org,Emily,Engineering,inventory,AWS,Stage,3529.9422
6/11/24,Week 24,Q2,Jun,2024,ETL/ELT Jobs,Eagle,all@sunbird.com,Emily,Marketing,inventory,Azure,Stage,5870.4205
7/14/24,Week 28,Q3,Jul,2024,ETL/ELT Jobs,Starling,tech@moonbird.io,Emily,Finance,reporting,Azure,Dev,3366.1534
4/27/25,Week 69,Q2,Apr,2024,Data Lakehouse,Sunbird,info@starling.org,Bob,Engineering,checkout,AWS,Stage,4186.7761
1/5/25,Week 53,Q1,Jan,2024,Streaming Analytics,Starling,tech@moonbird.io,Diana,Finance,checkout,GCP,Stage,3907.226
3/28/25,Week 65,Q1,Mar,2024,ETL/ELT Jobs,Hawk,all@sunbird.com,Bob,Retail,sales,GCP,Stage,6874.3356
10/14/24,Week 42,Q4,Oct,2024,Streaming Analytics,Hawk,all@sunbird.com,Diana,Engineering,checkout,AWS,Prod,1067.449
10/10/24,Week 41,Q4,Oct,2024,Big Data Pipeline,Hawk,tech@moonbird.io,Charlie,Marketing,checkout,Azure,Stage,1915.9783
3/7/24,Week 10,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Eagle,eagle-team@eagle.net,Bob,Marketing,riskengine,GCP,Stage,4884.3107
3/20/24,Week 12,Q1,Mar,2024,Streaming Analytics,Sunbird,finance@sunbird.com,Alice,Marketing,reporting,GCP,Dev,442.57
9/22/24,Week 38,Q3,Sep,2024,Data Lakehouse,Sunbird,eagle-team@eagle.net,Emily,Engineering,inventory,Azure,Dev,3725.5673
4/26/24,Week 17,Q2,Apr,2024,ML Platform,Moonbird,eagle-team@eagle.net,Emily,Engineering,checkout,Azure,Stage,2581.8677
9/23/24,Week 39,Q3,Sep,2024,Data Lakehouse,Starling,all@sunbird.com,Diana,Operations,sales,GCP,Prod,1832.6917
1/6/25,Week 54,Q1,Jan,2024,Streaming Analytics,Starling,finance@sunbird.com,Bob,Retail,checkout,Azure,Dev,5034.2006
2/13/24,Week 07,Q1,Feb,2024,Big Data Pipeline,Eagle,tech@moonbird.io,Diana,Retail,reporting,Azure,Prod,9046.7295
3/21/25,Week 64,Q1,Mar,2024,Analytics Tools,Hawk,finance@sunbird.com,Diana,Operations,checkout,GCP,Dev,9842.0952
1/19/24,Week 03,Q1,Jan,2024,Data Lakehouse,Moonbird,info@starling.org,Diana,Retail,inventory,Azure,Dev,6298.731
10/19/24,Week 42,Q4,Oct,2024,ETL/ELT Jobs,Starling,eagle-team@eagle.net,Charlie,Engineering,inventory,GCP,Stage,1677.1809
1/17/25,Week 55,Q1,Jan,2024,ML Platform,Moonbird,finance@sunbird.com,Charlie,Retail,reporting,GCP,Stage,1516.8719
1/20/25,Week 56,Q1,Jan,2024,ETL/ELT Jobs,Starling,tech@moonbird.io,Emily,Retail,checkout,AWS,Stage,7987.8851
3/28/25,Week 65,Q1,Mar,2024,Data Lakehouse,Hawk,info@starling.org,Bob,Operations,inventory,GCP,Dev,8523.7387
8/31/24,Week 35,Q3,Aug,2024,Streaming Analytics,Starling,info@starling.org,Charlie,Engineering,checkout,GCP,Prod,955.2299
11/3/24,Week 44,Q4,Nov,2024,Data Lakehouse,Sunbird,all@sunbird.com,Diana,Finance,sales,AWS,Prod,8054.8332
4/12/24,Week 15,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Bob,Engineering,reporting,Azure,Stage,6230.5475
7/26/24,Week 30,Q3,Jul,2024,Streaming Analytics,Moonbird,tech@moonbird.io,Bob,Finance,checkout,AWS,Prod,8815.481
12/21/24,Week 51,Q4,Dec,2024,Data Lakehouse,Moonbird,eagle-team@eagle.net,Diana,Operations,reporting,GCP,Stage,4938.7896
1/30/24,Week 05,Q1,Jan,2024,ML Platform,Starling,eagle-team@eagle.net,Alice,Engineering,checkout,AWS,Dev,3348.2835
10/23/24,Week 43,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Starling,tech@moonbird.io,Alice,Finance,sales,Azure,Prod,4610.5621
2/24/24,Week 08,Q1,Feb,2024,Big Data Pipeline,Sunbird,eagle-team@eagle.net,Diana,Marketing,reporting,AWS,Dev,5717.5872
3/25/25,Week 65,Q1,Mar,2024,ETL/ELT Jobs,Eagle,eagle-team@eagle.net,Bob,Finance,checkout,AWS,Prod,895.5973
7/9/24,Week 28,Q3,Jul,2024,Streaming Analytics,Starling,finance@sunbird.com,Emily,Marketing,sales,GCP,Stage,5044.9731
3/30/25,Week 65,Q1,Mar,2024,ETL/ELT Jobs,Hawk,tech@moonbird.io,Diana,Operations,checkout,GCP,Dev,1956.9024
3/17/25,Week 64,Q1,Mar,2024,ML Platform,Sunbird,info@starling.org,Emily,Engineering,inventory,AWS,Stage,5958.1405
3/30/25,Week 65,Q1,Mar,2024,ETL/ELT Jobs,Hawk,tech@moonbird.io,Emily,Retail,sales,AWS,Prod,4585.8473
4/7/24,Week 14,Q2,Apr,2024,Streaming Analytics,Moonbird,eagle-team@eagle.net,Charlie,Operations,riskengine,AWS,Stage,4498.9954
8/5/24,Week 32,Q3,Aug,2024,ETL/ELT Jobs,Sunbird,info@starling.org,Diana,Finance,checkout,Azure,Stage,9483.1039
2/29/24,Week 09,Q1,Feb,2024,Analytics Tools,Moonbird,info@starling.org,Emily,Marketing,inventory,AWS,Prod,2814.1498
9/25/24,Week 39,Q3,Sep,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Emily,Marketing,sales,Azure,Prod,3756.9758
12/4/24,Week 49,Q4,Dec,2024,INTL DATA AND ANALYTICS POC,Hawk,info@starling.org,Bob,Retail,inventory,AWS,Prod,4118.7029
5/30/24,Week 22,Q2,May,2024,ML Platform,Hawk,info@starling.org,Alice,Finance,checkout,AWS,Prod,9771.1225
2/13/25,Week 59,Q1,Feb,2024,ETL/ELT Jobs,Moonbird,all@sunbird.com,Bob,Operations,riskengine,AWS,Stage,1235.0328
5/7/24,Week 19,Q2,May,2024,ML Platform,Moonbird,info@starling.org,Emily,Finance,sales,AWS,Stage,9708.9608
2/16/25,Week 59,Q1,Feb,2024,ML Platform,Sunbird,info@starling.org,Bob,Retail,sales,GCP,Dev,9807.9383
12/30/24,Week 53,Q4,Dec,2024,ML Platform,Starling,eagle-team@eagle.net,Alice,Retail,inventory,Azure,Prod,467.5529
1/2/25,Week 53,Q1,Jan,2024,ML Platform,Sunbird,all@sunbird.com,Emily,Retail,inventory,GCP,Prod,2137.7371
1/20/24,Week 03,Q1,Jan,2024,ETL/ELT Jobs,Hawk,all@sunbird.com,Emily,Operations,sales,Azure,Stage,1604.9388
5/8/24,Week 19,Q2,May,2024,ML Platform,Moonbird,info@starling.org,Emily,Engineering,inventory,GCP,Dev,1344.7211
3/19/24,Week 12,Q1,Mar,2024,ML Platform,Eagle,all@sunbird.com,Emily,Marketing,checkout,Azure,Prod,2219.2697
4/6/25,Week 66,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Moonbird,eagle-team@eagle.net,Emily,Finance,inventory,AWS,Dev,2945.473
9/22/24,Week 38,Q3,Sep,2024,Analytics Tools,Sunbird,tech@moonbird.io,Charlie,Marketing,reporting,AWS,Stage,386.034
4/20/25,Week 68,Q2,Apr,2024,Analytics Tools,Starling,tech@moonbird.io,Emily,Marketing,riskengine,AWS,Prod,561.4132
4/5/24,Week 14,Q2,Apr,2024,ETL/ELT Jobs,Eagle,all@sunbird.com,Diana,Retail,reporting,Azure,Dev,8275.1154
2/29/24,Week 09,Q1,Feb,2024,Big Data Pipeline,Sunbird,eagle-team@eagle.net,Bob,Marketing,inventory,GCP,Stage,5875.3299
9/28/24,Week 39,Q3,Sep,2024,INTL DATA AND ANALYTICS POC,Moonbird,eagle-team@eagle.net,Charlie,Operations,sales,Azure,Prod,8783.1414
8/29/24,Week 35,Q3,Aug,2024,Data Lakehouse,Hawk,finance@sunbird.com,Charlie,Operations,riskengine,AWS,Stage,613.2197
2/13/25,Week 59,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Starling,finance@sunbird.com,Charlie,Retail,reporting,GCP,Prod,213.7901
9/29/24,Week 39,Q3,Sep,2024,Analytics Tools,Hawk,tech@moonbird.io,Emily,Engineering,sales,GCP,Stage,1280.8579
11/28/24,Week 48,Q4,Nov,2024,Big Data Pipeline,Sunbird,finance@sunbird.com,Diana,Finance,reporting,Azure,Stage,7030.8567
9/7/24,Week 36,Q3,Sep,2024,Data Lakehouse,Eagle,all@sunbird.com,Charlie,Marketing,reporting,Azure,Stage,9361.2325
4/30/24,Week 18,Q2,Apr,2024,Data Lakehouse,Moonbird,tech@moonbird.io,Bob,Retail,riskengine,AWS,Stage,1670.7258
12/28/24,Week 52,Q4,Dec,2024,ML Platform,Eagle,finance@sunbird.com,Bob,Operations,reporting,AWS,Dev,8201.6424
4/9/25,Week 67,Q2,Apr,2024,Streaming Analytics,Starling,all@sunbird.com,Charlie,Operations,inventory,Azure,Stage,8377.8949
3/11/25,Week 63,Q1,Mar,2024,INTL DATA AND ANALYTICS POC,Moonbird,eagle-team@eagle.net,Alice,Retail,riskengine,GCP,Dev,60.7338
2/19/25,Week 60,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Moonbird,info@starling.org,Bob,Finance,inventory,Azure,Prod,4193.807
12/28/24,Week 52,Q4,Dec,2024,ML Platform,Hawk,info@starling.org,Alice,Engineering,riskengine,GCP,Prod,9495.2759
2/15/24,Week 07,Q1,Feb,2024,ML Platform,Moonbird,eagle-team@eagle.net,Diana,Engineering,sales,GCP,Dev,8399.6955
1/9/25,Week 54,Q1,Jan,2024,Data Lakehouse,Eagle,finance@sunbird.com,Charlie,Finance,reporting,GCP,Stage,723.4375
10/8/24,Week 41,Q4,Oct,2024,Data Lakehouse,Hawk,eagle-team@eagle.net,Alice,Finance,reporting,AWS,Stage,3268.8364
8/30/24,Week 35,Q3,Aug,2024,Big Data Pipeline,Starling,eagle-team@eagle.net,Alice,Retail,sales,GCP,Stage,9317.3075
3/21/25,Week 64,Q1,Mar,2024,Data Lakehouse,Hawk,all@sunbird.com,Bob,Retail,inventory,Azure,Dev,7110.3066
1/20/24,Week 03,Q1,Jan,2024,ML Platform,Hawk,info@starling.org,Diana,Finance,inventory,GCP,Prod,527.5616
